,walmart,soriana,aurrera,superama
27/05/2010,-2.792164797,2.304073828,-0.263791579,-1.959804421
28/05/2010,-0.892544849,2.673582878,1.428194614,0.531242202
29/05/2010,1.626092484,1.091205666,0.430146018,1.060486747
30/05/2010,-2.552426378,-0.507555053,3.966336792,-0.628689575
31/05/2010,-2.305761438,2.014566239,-2.252568431,-4.269012814
01/06/2010,5.900315207,5.299630672,-6.550590067,0.56184935
02/06/2010,0.450875893,0.857439142,-1.941501322,6.015070163
03/06/2010,-2.937415938,1.627360131,1.430087535,-0.504113861
04/06/2010,-0.513890005,-1.697041428,-2.75559381,-0.569514475
05/06/2010,0.590509054,-1.60596741,1.060065505,-2.581786975
06/06/2010,-2.718345073,-0.364022232,-3.864194552,2.636548496
07/06/2010,-0.105691897,-0.796090258,-1.440337175,-1.02430792
08/06/2010,-5.121649942,7.271550673,2.741561286,7.289786752
09/06/2010,5.07375072,-1.533355589,-0.234928566,-0.097750427
10/06/2010,1.501008832,2.758196194,-4.171211477,8.551884933
11/06/2010,-0.269803857,-0.539353963,-2.096052302,-3.927331595
12/06/2010,-5.349834013,-1.348763945,3.478971358,-2.642616703
13/06/2010,2.466578663,2.155241625,-1.642063199,-3.440318294
14/06/2010,-3.729387831,0.577468431,-3.253398557,2.986466989
15/06/2010,-5.560967791,7.217227313,1.036126585,2.267941672
16/06/2010,2.62946445,3.544930933,5.185142556,4.362754744
17/06/2010,-4.346806364,3.73880128,-2.092181291,-3.859095745
18/06/2010,4.577908951,2.151143403,-1.84223209,-2.892227138
19/06/2010,-3.751822735,-4.652309491,-2.593029666,4.725436623
20/06/2010,-2.386251904,2.86639019,8.860251221,-3.445947007
21/06/2010,0.139909922,-1.486905389,-2.551082497,1.345222114
22/06/2010,-0.226737516,3.003427404,3.520410288,3.713261829
23/06/2010,3.678105698,3.403877838,-4.745963222,1.673550499
24/06/2010,1.672641329,1.789640923,-6.322578,2.286100468
25/06/2010,-6.638549677,1.563834992,-0.084116938,-1.684080382
26/06/2010,-3.357297071,3.030226848,-3.065722788,-4.952900372
27/06/2010,-1.284316638,0.258161706,4.319831278,-4.267964713
28/06/2010,0.509744031,1.216733395,9.016341173,5.933371521
29/06/2010,0.068441227,-2.107196291,5.316623615,-1.065090007
30/06/2010,0.02934187,0.499455083,1.608525961,-2.704731572
01/07/2010,-2.613462723,1.394608156,-0.569577668,-0.157170737
02/07/2010,0.21413629,0.622295961,-1.331707374,2.547813745
03/07/2010,1.33425877,-1.573487398,-2.163803431,-2.827495176
04/07/2010,-1.817163713,6.272724449,1.157828536,-1.251616242
05/07/2010,4.26019952,0.128388257,2.967480902,2.038926774
06/07/2010,1.400241769,2.845980907,1.576905089,3.524136031
07/07/2010,-3.258718011,1.278096043,1.267145834,1.61470951
08/07/2010,2.494027859,-2.15248477,0.741457988,-2.95770548
09/07/2010,1.473795174,-0.087617873,4.866420537,8.160677456
10/07/2010,3.695775062,5.098109603,3.335417763,0.332255183
11/07/2010,-1.475874259,2.18345014,-1.9803827,-0.297689924
12/07/2010,4.964742097,-3.913371544,-1.691100607,-1.999454769
13/07/2010,1.702348552,2.623560785,2.504735034,-6.086337812
14/07/2010,2.588048958,0.352333199,4.637811457,0.940389729
15/07/2010,3.839891018,0.643786217,1.008276926,-1.36419951
16/07/2010,-2.543133019,-5.295450676,-0.587536864,2.57434009
17/07/2010,-0.337150254,-2.751996518,-4.012542322,0.667989249
18/07/2010,4.00320336,-2.632907622,0.728978747,-1.470026224
19/07/2010,-3.150821604,3.550589083,-0.397419893,-2.828273626
20/07/2010,1.899492983,-0.22120874,-2.652507385,0.977038777
21/07/2010,0.997886065,2.578014775,4.269334585,1.813020364
22/07/2010,5.595112638,-0.671501105,-1.236722313,-0.160088085
23/07/2010,5.19333737,4.035166547,-3.383656252,3.101019084
24/07/2010,5.994895713,4.542236028,-3.878237296,-0.150682879
25/07/2010,2.277167144,-1.575386272,0.823198092,1.460396441
26/07/2010,-4.04425598,3.508709256,-2.02082333,-4.09369902
27/07/2010,1.824650157,0.225275262,3.348576305,4.552546015
28/07/2010,0.002932144,3.685398051,-0.06081837,-6.172550521
29/07/2010,0.576295993,-0.851788884,2.928581879,-0.410506875
30/07/2010,-2.611740422,2.717787923,-3.27300028,-5.959331005
31/07/2010,0.117150406,-0.477980617,3.226699956,-2.528756827
01/08/2010,3.661612734,-1.700203593,-3.222081272,-0.076753146
02/08/2010,0.730189691,4.317872143,-1.765059337,2.243446602
03/08/2010,-0.473098613,-2.442760547,-0.865034776,1.873377442
04/08/2010,0.317108486,5.698138606,0.592846254,1.557965204
05/08/2010,7.130363977,2.902435283,-3.099969943,-1.271286714
06/08/2010,-2.274164874,3.810802985,-1.44981084,1.197855042
07/08/2010,4.29507698,-2.00708398,-2.859951278,0.069218709
08/08/2010,-1.97781111,-1.897692858,3.639112275,0.518295498
09/08/2010,-0.066808251,3.366852251,6.480829757,-2.404377106
10/08/2010,-1.105257312,4.235033099,2.704364126,3.59079889
11/08/2010,1.035018785,0.89225811,-0.893947759,2.186814818
12/08/2010,-6.027724313,0.755142092,1.59113031,3.100756365
13/08/2010,1.151597804,-6.608682919,1.410814751,-5.101886813
14/08/2010,6.978514075,-0.202886644,1.539271458,-1.511703033
15/08/2010,1.326829944,-0.513674097,-1.279497471,-5.774642277
16/08/2010,-0.01511629,2.76279915,0.480384979,-1.951395638
17/08/2010,1.717109206,-1.041186431,-1.372084699,-0.472381954
18/08/2010,4.477596899,-0.653461637,2.085561662,-1.823378792
19/08/2010,-2.45487079,6.80525775,4.429204111,-0.854279234
20/08/2010,-3.546526548,2.961879372,0.874113726,1.597073059
21/08/2010,1.474800646,6.468859634,-2.425770506,0.256302837
22/08/2010,0.442418334,1.249630135,3.537865058,1.131333152
23/08/2010,-2.961742825,-2.592840838,-0.041804641,-1.510651987
24/08/2010,-4.225505584,2.310436395,0.870949491,2.04711286
25/08/2010,-1.646201282,4.328183887,-0.006857283,-3.020784164
26/08/2010,-2.604467758,-1.411938932,5.629227255,-2.569922541
27/08/2010,-0.651917933,0.804757878,0.040140961,1.4230862
28/08/2010,-0.576886369,-0.891212749,-0.506291351,-1.367659361
29/08/2010,-2.6544198,-0.628462593,-0.507655492,-1.303025459
30/08/2010,-1.143892295,6.134670651,4.212487724,1.386946032
31/08/2010,1.113158267,1.756890955,0.64125815,-2.864838388
01/09/2010,0.386967381,4.637019636,0.993370052,-5.880583914
02/09/2010,-3.66190338,0.339271972,0.069587727,-4.53992779
03/09/2010,-2.95912757,-3.286713297,-0.546778674,2.068770341
04/09/2010,1.373911055,2.120553319,-1.867483437,0.235369612
05/09/2010,-0.492322873,3.833781863,1.577961494,-1.35804204
06/09/2010,-2.353835637,0.020298421,-2.641675923,-1.659493167
07/09/2010,1.511623071,9.335892724,-2.114520449,-4.841576322
08/09/2010,-2.145146619,2.819640036,-0.036837254,-1.769867001
09/09/2010,-0.727785327,-5.209401426,-0.193254423,-0.338859016
10/09/2010,0.819284175,2.037510024,-3.087869379,-6.245537836
11/09/2010,2.202704645,3.473182518,4.300817558,6.191841724
12/09/2010,0.246248537,-1.221162193,-3.111121885,0.863057097
13/09/2010,3.684113132,-2.453436555,-1.426261148,-3.488523197
14/09/2010,-2.682158855,0.305218742,0.509965657,3.73137792
15/09/2010,-1.944008381,2.605567729,0.49895621,3.904416717
16/09/2010,5.642989728,0.655954297,0.189570292,-2.21350388
17/09/2010,1.197104683,-2.712254711,2.268416835,-2.559631759
18/09/2010,2.851837216,0.190959129,-0.653442691,2.316811133
19/09/2010,2.0698601,-1.334787887,-2.351235343,-1.897807986
20/09/2010,1.582082254,-0.558628449,-3.991992699,1.005857936
21/09/2010,-3.733778337,-0.501001397,-0.989904527,4.295451661
22/09/2010,3.821217682,2.185302728,-4.721817071,7.769491364
23/09/2010,4.959334872,-1.761546977,-1.672381152,-3.295243208
24/09/2010,-7.278524753,-3.113059788,-6.255341278,-1.49762282
25/09/2010,-1.730233446,1.254594257,-3.322187995,0.189779386
26/09/2010,1.870375988,-0.362372992,4.687858848,-1.62613819
27/09/2010,0.320677048,1.526217837,-7.516743922,-3.080396193
28/09/2010,-5.194709399,-0.784148707,-2.859941133,-4.544147177
29/09/2010,-1.037273303,-0.832601344,-0.717627537,6.446357702
30/09/2010,-7.942963383,-6.608833478,-1.065409938,0.668366783
01/10/2010,0.976158843,0.236680297,-1.280875287,2.617731606
02/10/2010,-1.113903527,-4.363372989,-0.967862289,1.72171564
03/10/2010,0.870855673,2.88384875,-2.464815797,5.031161626
04/10/2010,0.46591952,-2.404701892,0.184804525,2.095063637
05/10/2010,-2.689339164,0.561836019,0.291830998,-1.597637866
06/10/2010,5.31323116,3.767501975,3.068104511,-1.421503532
07/10/2010,2.778541798,-3.008403713,3.891037259,0.751456945
08/10/2010,-2.804742779,4.627916583,2.201454256,-4.372292365
09/10/2010,-1.731853262,3.619360255,0.055737075,-0.179886173
10/10/2010,-9.377475533,0.186495779,-6.601232516,2.254872949
11/10/2010,1.041321625,-2.401228355,-1.338433276,2.756131145
12/10/2010,0.615240997,-5.766334938,-0.685080092,2.329936079
13/10/2010,-8.164260668,5.373200232,-2.377672836,-2.048607685
14/10/2010,-3.666599788,-4.637619564,-2.603652238,-4.345774579
15/10/2010,0.323201894,-1.96275573,-2.640394053,5.443616391
16/10/2010,2.892491571,-2.178097757,3.544121376,7.026282141
17/10/2010,-1.795313093,-2.929739195,-0.153972408,1.191806511
18/10/2010,-7.396793333,-1.716211689,-3.415658083,-4.792331043
19/10/2010,-7.947164587,2.770054837,-2.078616439,0.488361397
20/10/2010,5.864724043,7.609413556,-5.838077563,0.188543576
21/10/2010,-0.061206502,1.425465935,3.233083202,-2.859963102
22/10/2010,-7.107412624,-2.065619338,-2.727042199,-3.518807747
23/10/2010,7.976077567,2.41737632,-2.714923331,-1.44219824
24/10/2010,1.273929377,0.079977459,2.604463026,1.700767124
25/10/2010,3.826975785,-4.193405191,-0.036409489,1.417075727
26/10/2010,-1.192670699,-5.093919646,-0.531642055,-3.733075245
27/10/2010,-1.333600476,0.803742979,-0.805608401,-5.210704793
28/10/2010,7.738880197,3.562851287,-2.477631091,5.55333703
29/10/2010,2.707535044,2.977972217,-3.653274682,-2.508326705
30/10/2010,6.073618806,-0.874703821,-0.757130305,-1.509287631
31/10/2010,1.330553365,2.850196783,3.009719365,5.130651469
01/11/2010,3.682030347,-1.604289236,-0.6099288,4.148098433
02/11/2010,-2.643513778,-2.251028573,-2.615480461,-2.184912812
03/11/2010,-3.286567995,-1.083275588,4.174722657,1.688664893
04/11/2010,-5.145440936,1.597264385,-2.459603856,4.799537457
05/11/2010,2.835077841,3.057376254,12.20021458,-0.201764905
06/11/2010,-0.330065702,-2.961798958,4.470516278,1.72799633
07/11/2010,0.299894338,-0.590244293,-0.716800801,0.287500815
08/11/2010,-0.103601822,1.811389122,-0.475433266,6.024722829
09/11/2010,-6.485629799,-0.31947715,3.388916497,-1.481591419
10/11/2010,-4.343864197,-0.90951011,0.732203689,3.676455323
11/11/2010,-5.789418895,-4.443219558,0.126924767,-2.817722651
12/11/2010,4.500352734,4.045677903,-3.34791,3.120156121
13/11/2010,-1.381121658,3.719206295,-1.501340002,2.600285331
14/11/2010,6.445299914,-2.279766479,-1.562881433,-0.558992923
15/11/2010,1.419194517,-1.562546023,-1.323883046,2.463198313
16/11/2010,-4.653252771,6.486131843,3.789468863,3.317250182
17/11/2010,4.260268475,0.286313171,-1.896407894,4.257334594
18/11/2010,-4.74599256,4.222110832,4.872782545,2.072156574
19/11/2010,-1.356978513,2.146073928,5.812461521,3.941701185
20/11/2010,-4.571225388,-2.136312737,1.222613814,0.584679498
21/11/2010,-0.719436178,-2.394126114,-2.707639869,3.257366038
22/11/2010,1.674017111,-4.974085286,-2.567874474,0.750784133
23/11/2010,-4.097931452,4.454419837,0.961121025,-3.010613657
24/11/2010,5.106643267,0.102744563,-1.485338363,2.026699309
25/11/2010,5.300200816,-1.023248401,-0.588276376,-3.568786491
26/11/2010,2.603635862,-7.919458313,-0.862233643,0.09939755
27/11/2010,1.689344284,-0.204315826,-2.729856005,-0.891103346
28/11/2010,4.373238946,-2.428453763,-0.452542131,2.399530701
29/11/2010,1.663297905,3.450938951,-0.794228344,-2.077491702
30/11/2010,-0.845031083,4.999108933,-2.868506025,2.258342539
01/12/2010,0.716449776,-0.539974376,-1.303489275,2.092095961
02/12/2010,-2.153829789,2.054834246,-1.062751484,1.258347712
03/12/2010,-0.637985343,-10.07615511,0.857625919,-1.153572343
04/12/2010,-2.950302033,-0.681337632,2.446733225,3.362440201
05/12/2010,1.2084717,-1.201426078,2.887867447,-1.726755252
06/12/2010,2.491316607,-2.820013407,-6.523522694,1.251259501
07/12/2010,5.579152847,1.443529524,1.008403678,-0.934347586
08/12/2010,-4.603013277,0.827860546,2.874109082,0.276397268
09/12/2010,2.07961078,-2.395669839,-2.615931589,1.112372972
10/12/2010,-2.180648458,-0.527270582,-4.294463948,-3.617297233
11/12/2010,-2.967204215,-2.781358141,-3.681978296,-3.508775792
12/12/2010,-1.307810373,0.409359168,-1.67534273,-0.350583561
13/12/2010,-0.402254886,-1.939661975,-0.667508096,-1.039308911
14/12/2010,-1.015345207,-1.196174174,-0.780679686,4.475474769
15/12/2010,2.444192331,-1.706323042,-0.378894692,0.570404172
16/12/2010,2.574520768,0.441910241,2.456658573,2.815407091
17/12/2010,0.704502423,-2.33194754,3.583945068,-5.494006086
18/12/2010,4.432272495,-3.598997639,0.553366431,-5.690881399
19/12/2010,-0.208025197,1.113796447,0.752187892,4.764826679
20/12/2010,-2.353262703,0.315236804,1.031503361,1.375147464
21/12/2010,-0.071453156,-1.34024723,-1.341991332,-4.70318516
22/12/2010,-0.713518452,-5.291170812,2.371121629,2.367930618
23/12/2010,1.610279768,-3.37512381,7.469336,-3.747196095
24/12/2010,2.222175442,3.660681704,-2.656303301,0.490352147
25/12/2010,-0.548026824,1.229398796,-4.259666344,-1.146173593
26/12/2010,-0.220050315,4.335835054,2.074497773,5.405819916
27/12/2010,-2.587178976,3.38604654,-0.576779021,0.124570354
28/12/2010,-0.024960077,-1.141854875,2.069309198,2.195301731
29/12/2010,2.766924041,0.071387868,-4.06916668,2.034869091
30/12/2010,0.049548693,-2.507618917,-1.033910569,0.305009921
31/12/2010,-1.847644149,-1.922980855,2.929888279,0.432160634
01/01/2011,3.289076909,-0.084985552,-3.539612256,-1.524556877
02/01/2011,1.909529401,-0.641967987,2.121642602,0.190391769
03/01/2011,-4.060936414,-2.057612501,-1.685900799,0.122593818
04/01/2011,-2.0637432,1.336400856,3.801692064,-2.407159114
05/01/2011,-2.779298296,-2.580648418,3.046712744,5.253630864
06/01/2011,0.238555377,2.572740898,1.640448306,5.38195818
07/01/2011,1.274609566,-2.141446627,-1.114651569,2.456326342
08/01/2011,-2.174185455,-3.327924863,1.798361669,0.229040375
09/01/2011,-2.891158648,2.192832007,-0.432355969,-2.635942421
10/01/2011,1.686042196,5.739748952,-0.067985435,1.379871202
11/01/2011,-4.688409488,5.104736297,-1.096381083,-1.865939973
12/01/2011,-1.249538106,5.613382767,4.302856252,2.381989015
13/01/2011,0.235707104,-3.728133974,5.27032095,-5.058590439
14/01/2011,0.921122194,0.249936952,-0.5053101,3.236506493
15/01/2011,0.243876837,-3.197395212,-1.86505537,0.289137315
16/01/2011,6.586134023,-4.221728747,-3.944643101,-3.607039894
17/01/2011,3.072143492,2.414625751,1.164185631,-2.149002383
18/01/2011,-4.962703353,-0.770983824,-0.527273996,-2.312849899
19/01/2011,-0.878014178,3.880926048,-1.555610051,2.410429361
20/01/2011,9.002984791,0.722368142,-0.42828406,1.57821107
21/01/2011,5.929664451,-4.731768366,-5.555240402,0.424912665
22/01/2011,-0.006131128,-0.73084314,2.568834184,0.094868531
23/01/2011,-0.829024085,-1.36493518,-1.370194997,1.274893373
24/01/2011,0.701609597,-3.925775043,-0.311361072,-1.827965105
25/01/2011,1.292778487,-2.085909659,-3.271871863,-0.03426762
26/01/2011,0.248991628,-2.590293048,3.549072031,-1.805764237
27/01/2011,1.736609483,4.630191204,2.939140528,-1.656017824
28/01/2011,-2.992972275,-4.583610793,7.584781447,-2.537547048
29/01/2011,-1.358924785,-0.716410568,-0.671705435,-0.123384857
30/01/2011,-0.386784632,1.659789702,3.780463006,7.040081825
31/01/2011,-2.393606531,0.063968321,-0.496782539,1.298773068
01/02/2011,2.586737555,1.511611929,-1.198759163,1.38743106
02/02/2011,-0.332426448,-3.074838884,1.016057359,0.489143904
03/02/2011,1.141152205,0.091757018,-1.344153099,2.410377449
04/02/2011,0.114291728,0.455334371,4.612635114,1.719893469
05/02/2011,-0.731133343,-5.332855953,-1.711381796,-2.893481515
06/02/2011,-7.367510184,-1.257093829,-4.572866287,2.677107586
07/02/2011,-0.588514501,1.916524447,-2.048007336,2.68578732
08/02/2011,-3.333854623,-2.735349977,1.361264522,-2.626665136
09/02/2011,0.534915287,-2.562212247,-1.668629664,-2.52287739
10/02/2011,-0.188406087,3.033990823,4.039166322,2.991529794
11/02/2011,-0.362731131,-3.82379973,-2.538662696,2.512771574
12/02/2011,1.65413313,0.075867907,0.457085649,-2.992239521
13/02/2011,3.016670843,1.489648613,-2.239289439,2.862201215
14/02/2011,-4.78073243,-5.85899525,2.440678707,0.466548333
15/02/2011,-1.346684336,-1.198629867,3.290913196,0.612469908
16/02/2011,6.550615052,2.225185903,2.660999511,3.12791645
17/02/2011,-0.734151793,-0.680083073,-2.114337774,1.595453322
18/02/2011,-1.267003259,3.632936942,4.459301231,0.403745978
19/02/2011,3.047540926,2.413834018,2.363351604,-3.394435959
20/02/2011,4.976615884,-1.456016189,-0.457417216,-0.794738586
21/02/2011,0.478589711,1.790986232,5.567081768,1.879004843
22/02/2011,-2.135220297,3.771451727,3.755436193,-3.591093043
23/02/2011,-1.033550639,1.434608088,-2.051338838,1.159737808
24/02/2011,-4.537687762,2.44119003,3.650811292,-0.162348001
25/02/2011,-0.312701271,4.703319844,-5.024430478,5.016159468
26/02/2011,0.371397862,-2.450665627,-1.014054826,-0.907820941
27/02/2011,4.472700207,-2.033401734,3.341207715,-2.094258968
